Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-29 00:00:00-04:00,85.84584813886048,88.01356538759049,85.36710383418715,87.91878509521484,130646000,0.0,0.0
2020-06-30 00:00:00-04:00,87.50566045318362,88.93946836335702,87.48622233361435,88.65270233154297,140223200,0.0,0.0
2020-07-01 00:00:00-04:00,88.73044273684806,89.27479891531075,88.43639398862099,88.48499298095703,110737200,0.0,0.0
2020-07-02 00:00:00-04:00,89.393882391572,90.03058629665891,88.3707820116338,88.48499298095703,114041600,0.0,0.0
2020-07-06 00:00:00-04:00,89.91640216330728,91.32104187882805,89.88480872729063,90.85202026367188,118655600,0.0,0.0
2020-07-07 00:00:00-04:00,91.2311060890885,92.0111893796949,90.45831301928035,90.57009887695312,112424400,0.0,0.0
2020-07-08 00:00:00-04:00,91.54946038589766,92.71108256542591,91.46197031782751,92.67948913574219,117092000,0.0,0.0
2020-07-09 00:00:00-04:00,93.57380627647132,93.62727037791086,92.0282198433449,93.07805633544922,125642800,0.0,0.0
2020-07-10 00:00:00-04:00,92.67222323886368,93.2992120729912,92.05982226682518,93.24088287353516,90257200,0.0,0.0
2020-07-13 00:00:00-04:00,94.54830981555456,97.1631783276675,92.59688119999984,92.81073760986328,191649200,0.0,0.0
2020-07-14 00:00:00-04:00,92.19101893190584,94.53856641947361,91.25540846734508,94.34658813476562,170989200,0.0,0.0
2020-07-15 00:00:00-04:00,96.22512744748764,96.47543496831665,93.7949544622353,94.9954605102539,153198000,0.0,0.0
2020-07-16 00:00:00-04:00,93.86541410703498,94.68438106422201,93.22627754411272,93.82653045654297,110577600,0.0,0.0
2020-07-17 00:00:00-04:00,94.27855494560396,94.43408214536427,93.16309912532118,93.6369857788086,92186800,0.0,0.0
2020-07-20 00:00:00-04:00,93.72448140194915,95.74881216241437,93.37939358732925,95.61029052734375,90318000,0.0,0.0
2020-07-21 00:00:00-04:00,96.4025235355618,96.47785829760365,94.04039532290807,94.29070281982422,103433200,0.0,0.0
2020-07-22 00:00:00-04:00,93.99179351166632,95.2384733817586,93.90431084808745,94.55559539794922,89001600,0.0,0.0
2020-07-23 00:00:00-04:00,94.2882680485315,94.36603535470661,89.44007797032316,90.25175476074219,197004400,0.0,0.0
2020-07-24 00:00:00-04:00,88.44613048133,90.37325548035092,86.65508713174927,90.02816772460938,185438800,0.0,0.0
2020-07-27 00:00:00-04:00,91.09259829217558,92.2542206187511,90.8690265429245,92.16187286376953,121214000,0.0,0.0
2020-07-28 00:00:00-04:00,91.73172013590795,91.90912539533898,90.64300020406002,90.64786529541016,103625600,0.0,0.0
2020-07-29 00:00:00-04:00,91.13148971151593,92.57015542560022,91.09503859889124,92.38545989990234,90329200,0.0,0.0
2020-07-30 00:00:00-04:00,91.5567407848433,93.60780678551026,91.14847362110889,93.50331115722656,158130000,0.0,0.0
2020-07-31 00:00:00-04:00,100.0113203728721,103.44272272989053,98.00885320518057,103.29205322265625,374336800,0.0,0.0
2020-08-03 00:00:00-04:00,105.17787147768598,108.51935893981127,104.87896498205056,105.894775390625,308151200,0.0,0.0
2020-08-04 00:00:00-04:00,106.08433883614123,107.69554467867292,105.36014463163505,106.60196685791016,173071600,0.0,0.0
2020-08-05 00:00:00-04:00,106.32249256981191,107.30914213352884,105.855896128936,106.98835754394531,121776800,0.0,0.0
2020-08-06 00:00:00-04:00,107.32129046502143,111.2168571833951,106.73076025201287,110.72109985351562,202428800,0.0,0.0
2020-08-07 00:00:00-04:00,110.24149434670589,110.6991917635781,107.40523995090824,108.20377349853516,198045600,0.205,0.0
